id,İl,İlçe,Mahalle,mahalleid,Ada,Parsel,tapuzeminref,tapualan,Toplam Alan(m2),Toki Hissesi(m2),İmar Durumu,Açıklama,Satış Birim Bedeli,Muhammen Bedel,Satış Bedeli,parselgeom
249,KONYA,KARATAY,İSMİL,127947,538,17,140747324,638.61,638.61,638.61,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,20 KAKS:0,40
18.madde uygulamasına tabidir.
Taşınmaz üzerinde yapı/yapılar bulunmaktadır.",1155,737594.55,,"POLYGON ((33.0466631970633 37.7104603725821, 33.0466694168343 37.7104368463612, 33.0466785746083 37.7104097684721, 33.0467729186643 37.7104300536321, 33.0471801092753 37.7105223305632, 33.0472232103123 37.7105321338431, 33.0474608113793 37.7100171380951, 33.0471663819313 37.7107035151962, 33.0471019711908 37.7107451835847, 33.0471483341373 37.7106667186112, 33.0466631970633 37.7104603725821))"
250,KONYA,KARATAY,İSMİL,127947,538,18,140745084,1070.85,1070.85,1070.85,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,20 KAKS:0,40
18.madde uygulamasına tabidir.
Taşınmaz üzerinde yapı/yapılar bulunmaktadır.",1015,1086912.75,1086912.75,"POLYGON ((33.0464007139039 37.7099414676645, 33.046411975864 37.7098991106364, 33.0464932257662 37.709707029271, 33.0465105547872 37.7097117411234, 33.0469318848165 37.7098263029728, 33.0468568475243 37.7100459709001, 33.0468516656683 37.7100423727712, 33.0467856950383 37.7100224694241, 33.0464745292823 37.7099548662761, 33.0464361807373 37.7099463221331, 33.0464007139039 37.7099414676645))"
251,KONYA,KARATAY,İSMİL,127947,540,7,140746093,1397.42,1397.42,1397.42,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,20 KAKS:0,40
18.madde uygulamasına tabidir.",1015,1418381.3,1850000,"POLYGON ((33.0457910951103 37.7097917106551, 33.0458147092743 37.7097017215731, 33.0458580131493 37.7095366981692, 33.0458688194721 37.7095397791419, 33.0464181283826 37.7096866120247, 33.0463352703931 37.7098824945626, 33.0463256606573 37.7099152391982, 33.0457910951103 37.7097917106551))"
252,KONYA,KARATAY,İSMİL,127947,5197,7,140741856,6362.53,6362.53,6362.53,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,20 KAKS:0,40
18.madde uygulamasına tabidir.",980,6235279.4,6235279.4,"POLYGON ((33.0338839014574 37.7104040231931, 33.0339724020914 37.7102413858762, 33.0340402202714 37.7101033902882, 33.0340432547474 37.7100964525071, 33.0341910184094 37.7097586158842, 33.03465385945 37.7100167895354, 33.0350882740522 37.7102599500111, 33.0351049808497 37.7103389877073, 33.0347668583473 37.7107118774371, 33.034744588773 37.71071612984, 33.0346750776364 37.7107294030781, 33.0338828651126 37.710405927676, 33.0338839014574 37.7104040231931))"
253,KONYA,KARATAY,İSMİL,127947,5253,1,140742520,5472.35,5472.35,5472.35,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,30 KAKS:0,60
18.madde uygulamasına tabidir.",1155,6320564.25,,"POLYGON ((33.0527277169575 37.7181185675137, 33.0528546136087 37.7175549984515, 33.0528699528486 37.7175471874487, 33.0537541778029 37.7177293221267, 33.0537753680813 37.7177579631932, 33.0536028355539 37.7182850192407, 33.0535500604312 37.7183098652099, 33.0527539531098 37.7181508189567, 33.0527277169575 37.7181185675137))"
254,KONYA,KARATAY,İSMİL,127947,5254,1,140748081,365.27,365.27,365.27,TİCARET ALANI,"Ayrık Nizam, E:0,30 Hmax:4,50 m.",2100,767067,,"POLYGON ((33.039941343385 37.7068871760263, 33.0399474811703 37.7068063866127, 33.0400278909377 37.7067569107615, 33.0401795871595 37.7068629729225, 33.0401732451426 37.7069816862367, 33.0401277133322 37.7070122010983, 33.039941343385 37.7068871760263))"
255,KÜTAHYA,EMET,DERE,142160,667,17,140747509,1139.74,1139.74,1139.74,KONUT+TİCARET ALANI,"Bitişik Nizam, 3 kat, Hmax: 9.50 m
Taşınmaz 15-16 madde uygulamasına tabidir.",3000,3419220,,"POLYGON ((29.2520346100696 39.3451534795511, 29.2520335026868 39.3451291948722, 29.2520330633039 39.3451195592975, 29.2525933311521 39.3451168623937, 29.2528541337656 39.3451156069948, 29.2529040897946 39.3451724220916, 29.252861460872 39.3452769673974, 29.252860595832 39.3452790888612, 29.2528200334249 39.3452684014118, 29.2527804542405 39.3453542041344, 29.2527611591772 39.3453490987587, 29.2520346100696 39.3451534795511))"
256,KÜTAHYA,GEDİZ,HACIBABA,146659,125,13,140746882,397.93,397.93,397.93,SANAYİ ALANI,"Hmax: 9,50, Emsal: 0,60",6000,2387580,,"POLYGON ((29.4034083693391 39.0038952469783, 29.403406336701 39.0038678368655, 29.4036468735709 39.0037657463143, 29.4039449030271 39.0036590047686, 29.4039815289015 39.0037599607811, 29.4034083693391 39.0038952469783))"
257,KÜTAHYA,MERKEZ,OKÇU,146872,214,9,140748032,579.2,579.2,579.2,KONUT ALANI," Ayrık Nizam, 3 Kat, TAKS: 0,30, KAKS: 0,90",10200,5907840,5907840,"POLYGON ((29.936334364678 39.4343106937368, 29.93609295327 39.4341285343708, 29.936307445632 39.4340208798988, 29.936409084572 39.4341071904128, 29.93651770535 39.4341994294948, 29.936334364678 39.4343106937368))"
258,KÜTAHYA,MERKEZ,OKÇU,146872,7294,1,140746778,1570.65,1570.65,1570.65,KONUT ALANI,"Ayrık Nizam, 2 Kat, TAKS: 0,20",8700,13664655,15000000,"POLYGON ((29.9310901390418 39.4346851870639, 29.9307999003385 39.4345221736209, 29.931139941813 39.4342181767908, 29.931250000101 39.4342322938878, 29.931503962045 39.4342648689848, 29.9314427424878 39.4343576146348, 29.9312500001016 39.4345366749542, 29.9310901390418 39.4346851870639))"
259,NEVŞEHİR,MERKEZ,ÇAT/15 TEMMUZ,205883,788,1,140730136,1954.08,1954.08,1954.08,KONUT ALANI,Ayrık Nizam 2 Kat Taks=0.25 Kaks=0.50,2400,4689792,,"POLYGON ((34.6459982285576 38.6740775307298, 34.6459183710692 38.6742165259308, 34.6454373074044 38.6744962971691, 34.6451647813373 38.6745172580855, 34.6450720483869 38.6744347865854, 34.645887233895 38.6739605267982, 34.6459982285576 38.6740775307298))"
260,NEVŞEHİR,MERKEZ,ÇAT/İSTİKLAL,207153,152,9,140729928,792.41,792.41,792.41,KONUT ALANI,Ayrık Nizam 2 Kat Taks=0.25 Kaks=0.50,2500,1981025,,"POLYGON ((34.6594659878284 38.6727669052659, 34.6593789766013 38.6725590930469, 34.6597624173764 38.672533852053, 34.6598315728414 38.672756502144, 34.6594659878284 38.6727669052659))"
261,NEVŞEHİR,MERKEZ,GÖRE ÇAYIRLIK,127801,668,1,140729816,794.48,794.48,794.48,TİCARET ALANI,"Bitişik Nizam, 2 Kat",4000,3177920,3177920,"POLYGON ((34.7205590045089 38.589890023642, 34.720494844995 38.5899470337775, 34.7202570896184 38.5899577134967, 34.7202213592318 38.5899133758941, 34.7204774500704 38.5895454905513, 34.72051948217 38.5895519777768, 34.7205323302357 38.5895762956482, 34.7205590045089 38.589890023642))"
262,NEVŞEHİR,MERKEZ,GÜZELYURT,205976,3893,1,140689214,688.61,688.61,688.61,TİCARET+KONUT ALANI,"Ayrık Nizam 5 Kat, Taks=0.30, Kaks= 1.50
18.Madde Uygulamasına tabidir.",15000,10329150,10329150,"POLYGON ((34.7475706410789 38.6341024669685, 34.7475140697038 38.6340567789945, 34.7475194754917 38.633766512384, 34.7476472748966 38.6338631049189, 34.7478084439355 38.6339951191169, 34.7479042215745 38.634083937981, 34.7479146128891 38.6341064074577, 34.7475706410789 38.6341024669685))"
263,NEVŞEHİR,MERKEZ,SÜMER,205973,1301,31,140671661,310.76,310.76,310.76,KONUT ALANI,Bitişik Nizam 4 Kat,8600,2672536,5400000,"POLYGON ((34.6993583165099 38.6172002351217, 34.6993584688503 38.6172000363603, 34.6994513501889 38.6170788522496, 34.6995526977579 38.6171238187397, 34.6996496839269 38.6171668927486, 34.6995557324049 38.6172874649856, 34.6993583165099 38.6172002351217))"
